"Input","Output"
1.20822412248041,3.72147537666079
0.828499158609191,2.23412433647117
0.122565476877502,0.829095985342028
-1.21104553759265,-2.35352821437563
-1.07961931339399,-1.57062564650592
-0.644214036950943,-1.46826359262256
-0.127263904474125,-0.833681385516077
2.92282510690622,7.09627094392253
3.77762828732906,7.04025567918099
-1.93397562203204,-3.76483372245246
1.75282553433137,2.13509883112957
1.15356683322949,1.39055173568765
0.376068626015431,0.477511344566745
1.72149747504442,2.51582356581832
2.00238650754639,2.56255089990257
0.413082852512925,0.398946626482994
-0.239808637091384,-1.34555010001253
0.84774267209587,0.340673254009085
2.04334457621961,3.68340815952339
1.8574087497328,3.29279690192959
2.50157282288218,3.85424045369371
0.348952299336946,0.135322795818345
0.907566276949129,2.9326956187388
1.13905658533605,2.76641358733676
2.90714317616542,6.99865058503698
-0.951884979099483,-2.56585099306663
0.678319304115747,-0.0676126856663834
-0.694877907023159,-4.97356290409313
1.39612778988846,-1.17509991500271
1.45382508798692,1.20453554949046
4.92331316772834,6.37016352306589
3.49011045786981,2.68103653085503
1.55162661881283,-0.830659611544211
-0.819390235780578,-5.11291622980457
-0.1629265285732,-4.78389272807714
0.830624826631764,-1.35739549399627
-1.55839157184024,-5.94065339731972
2.31971705011229,2.18784527834
-0.0719173498452981,-1.27818657508672
1.1864094894668,1.96096476526823
-1.09377749557345,-1.35547755267105
1.91117093580727,5.22128954483548
-0.538295978650218,0.335970558947313
-0.844700696488835,0.986880263571468
-0.361317599929341,2.19595609912949
3.48352469189143,10.6945222193293
1.3369953615341,5.62214543953516
3.6104480319558,9.77175979637426
-0.627608774452581,0.91744120773344
-0.684254691765666,1.13592509158907
-0.190350323009967,3.16606836414986
0.683783604192126,2.50486019145914
-1.74502684636762,-2.14863872672356
2.55466528896521,5.27392225010599
1.71636694447147,4.770763821776
1.15389187453788,4.5933506708327
-0.495429133485324,0.469467496800376
0.892361322369082,4.64596717838507
1.22997642344445,4.52900820077613
0.357246352832841,2.66719349748495
-0.401860571624925,-0.0206816312561156
2.08879097574415,4.08060895299738
-0.251896583223163,-1.22054917705106
0.24370759611513,0.480080864304974
0.719069378782717,2.05026473743556
1.106874723958,1.56776092334778
2.20954025796079,2.86190127249149
-0.706862378407339,-1.8058514306007
0.57841412601688,-0.904386048329313
0.0948560582341811,-1.42926082716031
3.00623915156167,4.38225349934701
-0.817453185378576,-3.00434720073286
-2.00182661971998,-4.88852701182302
1.4935808780754,1.15770881530664
2.9181422682739,4.44673851186479
0.100180840011492,-0.831718161790814
-0.827408702711388,-3.6462066919062
2.42677218712365,4.62701038287237
2.65939386545152,5.70223815752276
-1.33497349070457,-2.77149834845335
1.18806118208582,3.57059198170838
0.964546759261519,1.65484019129394
2.79405374895812,5.81416767963663
1.75914017861367,2.65432868311575
-0.638055143188184,-2.09098401889177
1.87288903531359,3.44598538784551
0.780312633818829,2.31935480393998
1.16407500031861,3.29063902259648
2.54961794203182,6.51627089502442
0.74687419162903,2.06766675412507
0.389340574660499,0.909334639345144
2.2001013910408,4.23702649976159
2.3587741273907,3.89633123658073
0.15906783282899,-0.00171664570611751
1.11658561129024,1.63877482371692
2.18941945568542,4.23972233803745
1.38080667381594,2.37619553094935
-0.00185430598439207,-0.269348591765985
1.01151332325651,1.29512135484781
0.94859268258441,1.42105373828416
-1.02374824047226,-2.4742337369406
-2.1030618849043,-5.00035431312086
2.92340762674796,5.15491968290513
0.900200754267215,1.25430488136734
-2.53425138516523,-6.17941869910282
0.919062821332763,0.220203428874209
-0.128160095778841,-2.4885323207256
-0.492210739991681,-2.50893486110935
3.06388437887019,4.60078089300257
1.63418572940019,1.6152582772674
-0.0852826171825207,-3.45999436419255
4.88043352679961,6.27036636175722
0.498891165539241,-2.04428490061309
-0.447008173820604,-5.05868932294376
-1.0716201222767,-3.95918097405386
-1.10852532101147,-6.05979237448463
1.33188659450839,-1.04112652216505
2.15689559530732,2.58217636750308
-0.373211366775473,-3.33316970834377
