,age,number_years_at_job,marital_status,num_tickets_purchased,gym_membership_ind,prior_year_spend,prior_year_spend_external,other_streaming_services,is_ticket_purchased,Search_history_percentage,count_other_tickets_purchased,is_R,is_S,is_U,is_grad_college,is_grad_high_school,is_masters_professional,is_no_hs_diploma,is_phd,is_some_college,is_business,is_childcare,is_education,is_finance,is_government,is_healthcare,is_legal,is_marketing,is_none,is_retail,is_service,is_tech,is_SLAMEX,is_locate,is_maincard,is_none,is_passport,is_pursuit,is_Cheezeline,is_DefecTV,is_Fish Network,is_Infinity,is_No_Cable,is_ShrewTube,is_Spectral,is_Suboptimal,is_0,is_2010-2015,is_2015-2018,is_2019+,Index,Conv_prob,ltv_pred,promotion_type
45,57,7,1,0.0,0,0.0,0.0,3,0,25,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,45,,,none
46,38,8,0,5.0,0,0.26,224.42,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46,0.7048219304709211,2410.170583029938,silver
47,43,13,0,12.0,1,66.17,330.59,5,1,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47,0.7981565533495915,1651.3774070090014,silver
48,19,1,0,0.0,0,10.9,0.0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,48,,,none
49,72,7,0,0.0,1,0.0,99.76,1,0,17,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,49,,,none
50,48,12,0,25.0,0,18.04,16.84,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50,0.7843805580843025,2536.5901659042806,silver
51,35,11,1,13.0,1,0.0,0.0,3,1,20,10,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,51,,,none
52,62,4,1,1.0,1,63.92,128.4,3,1,33,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,52,0.6811759164508623,1612.619456139722,gold
53,31,11,1,0.0,1,34.96,21.64,4,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,53,0.6047059450493069,2024.7404818098996,gold
54,21,1,1,1.0,1,29.25,51.76,1,1,33,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,54,0.9050709846342542,2954.3372207132434,bronze
55,61,10,1,1.0,1,0.0,217.34,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55,,,none
56,62,13,0,8.0,1,34.76,175.74,1,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,56,0.5429469670710287,1289.3732789593946,silver
57,41,8,0,0.0,0,0.0,301.56,2,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,57,,,none
58,52,11,1,0.0,0,21.29,156.24,5,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,58,,,none
59,19,1,0,0.0,1,0.0,0.0,3,0,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,59,,,none
60,47,9,1,0.0,0,21.87,39.06,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60,,,none
61,52,13,1,1.0,0,1.6,32.11,2,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,61,0.5455584054889083,1366.7148575945162,silver
62,41,8,1,0.0,0,1.31,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,62,,,none
63,29,8,0,14.0,0,0.0,11.22,3,1,50,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,63,0.8597068532980776,2929.088890437827,silver
64,59,10,1,1.0,0,0.0,30.57,2,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,64,0.6763441294302283,2113.813788720897,gold
65,39,5,1,2.0,1,0.0,70.19,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,65,0.6541424306568817,1479.3728418314083,gold
66,56,9,1,4.0,0,0.0,274.05,2,1,33,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,66,0.6981663507659701,2084.5214568746974,gold
67,42,10,1,0.0,0,0.0,333.92,3,0,20,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,67,,,none
68,24,4,0,0.0,0,11.36,291.44,4,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,68,,,none
69,35,9,1,0.0,0,17.92,39.14,3,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,69,0.5776424076967719,1260.6123972936025,silver
70,53,16,1,11.0,1,73.88,122.76,3,1,33,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,70,0.8836291531925048,2220.7445835318686,silver
71,50,8,0,9.0,0,6.62,150.96,3,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,71,0.7548158807086354,2296.3759438137063,silver
72,45,10,0,7.0,1,1.16,107.16,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,72,0.6335469865658012,1483.0609119876076,gold
73,29,7,0,1.0,0,23.72,45.51,0,1,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,73,0.8064349648276937,1926.269532289708,silver
74,56,8,0,2.0,0,4.82,73.11,2,1,25,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,74,0.6247043955517834,2041.6748237794786,gold
75,42,11,0,58.0,1,2.93,79.95,3,1,0,10,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,75,0.9551941281442901,2540.7635619441503,bronze
76,40,9,1,10.0,0,6.68,132.16,3,1,20,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,0.8530121245599099,3042.4574570054842,silver
77,67,8,0,0.0,1,30.6,89.54,2,0,33,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,77,,,none
78,27,7,0,0.0,1,31.73,292.92,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,78,0.6170648432513449,1105.3159988041239,silver
79,21,1,0,4.0,0,151.28,230.68,3,1,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,79,0.9567214697979048,2991.0653066305103,bronze
80,60,6,1,12.0,0,0.0,132.01,1,1,0,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,80,0.546414933903441,2306.0376178674132,gold
81,31,7,0,0.0,0,0.0,0.0,1,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81,,,none
82,20,1,0,0.0,0,9.0,0.0,2,0,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,82,,,none
83,21,1,1,0.0,1,8.09,0.0,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,83,,,none
84,50,8,1,0.0,0,28.51,124.99,2,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,84,,,none
85,69,15,1,4.0,0,0.0,6.73,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,85,,,none
86,76,13,1,2.0,0,0.0,17.76,1,1,20,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,86,,,none
87,60,16,1,4.0,0,0.0,76.52,1,1,0,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,87,0.5103991952249266,1688.20353003245,gold
88,37,12,1,4.0,0,63.6,0.0,3,1,40,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88,,,none
89,79,13,0,0.0,0,0.0,57.5,1,0,0,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,89,,,none
90,68,6,1,0.0,0,0.0,78.02,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,90,,,none
91,52,13,1,24.0,1,2.83,60.63,3,1,0,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,91,0.9208863355393332,2601.4075785730324,bronze
92,22,2,1,1.0,1,0.0,179.89,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,92,0.8894571240425584,2550.298641731751,silver
93,72,14,1,0.0,0,0.0,26.16,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,,,none
94,35,14,1,0.0,0,5.08,0.0,2,0,29,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,94,,,none
95,51,9,1,1.0,1,0.0,126.21,3,1,33,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,95,0.6098848296963938,2366.983126346052,gold
96,57,6,1,0.0,0,23.54,221.68,2,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,96,,,none
97,74,8,1,1.0,0,116.93,38.02,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,97,0.7872754345552708,2282.987809308271,silver
98,23,3,1,0.0,0,0.0,106.58,1,0,20,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,98,0.6275608144662215,1680.7820711982554,gold
99,56,15,0,0.0,0,0.0,217.62,5,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,99,,,none
100,73,8,1,18.0,0,12.78,164.57,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,100,0.6359403786527927,1972.5413549859734,gold
101,58,9,1,9.0,1,26.6,0.0,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,101,,,none
102,35,12,0,1.0,0,0.0,292.04,1,1,33,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,102,0.6516469164705444,2842.6226557039367,gold
103,47,13,1,15.0,0,7.94,0.0,0,1,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,103,,,none
104,46,6,0,0.0,1,7.1,356.06,2,0,20,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,104,,,none
105,32,9,0,3.0,1,0.0,0.0,4,1,100,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,105,,,none
106,32,8,1,3.0,1,61.21,27.16,0,1,0,10,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,106,0.9300683692918281,2947.376970078023,bronze
